complaint,language,category,subcategory,department,priority,severity_score,district_type,confidence_label
Drain outside Ward 33 community center has remained blocked since 10 July and wastewater is entering nearby homes.,English,Drainage,Blocked Drain,Municipal Corporation,High,84,Urban,High
The roadside drain near Rajeev Nagar bridge is overflowing throughout the day.,English,Drainage,Drain Overflow,Municipal Corporation,High,79,Urban,High
Our street drain is filled with sand after recent road construction.,English,Drainage,Blocked Drain,Municipal Corporation,Medium,65,Urban,High
Open drain near the district library has become dangerous during the night due to missing barriers.,English,Drainage,Open Drain,Municipal Corporation,High,77,Urban,High
Drain beside the girls hostel has not been cleaned for nearly four months.,English,Drainage,Drain Cleaning,Municipal Corporation,Medium,60,Urban,High
Water from the blocked drain is entering the government health centre compound.,English,Drainage,Drain Overflow,Public Health Engineering Department,High,82,Rural,High
The drain near the grain warehouse has cracked and dirty water is leaking continuously.,English,Drainage,Drain Leakage,Municipal Corporation,High,80,Urban,High
Village drain near the temple has completely collapsed after heavy rainfall.,English,Drainage,Damaged Drain,Rural Development Department,High,83,Rural,High
Drain construction in our colony stopped halfway leaving wastewater stagnant.,English,Drainage,Drain Construction,Municipal Corporation,High,75,Urban,High
Every morning sewage backs up from the drain beside the old market.,English,Drainage,Sewage Overflow,Public Health Engineering Department,Ultra High,95,Urban,High
The drain outside the veterinary hospital is clogged with plastic bottles.,English,Drainage,Blocked Drain,Municipal Corporation,Medium,63,Rural,High
Overflowing drain near Ward 18 bus stop is creating traffic problems.,English,Drainage,Drain Overflow,Municipal Corporation,High,78,Urban,High
Drain water has reached our shop entrance in Shivaji Market after light rain.,English,Drainage,Drain Overflow,Municipal Corporation,High,74,Urban,High
Nobody repaired the broken drainage slab near the public park.,English,Drainage,Broken Drain Cover,Municipal Corporation,High,81,Urban,High
The village drainage canal is blocked by weeds and mud.,English,Drainage,Blocked Drain,Rural Development Department,Medium,59,Rural,High
Drain cleaning workers skipped our locality again this month.,English,Drainage,Drain Cleaning,Municipal Corporation,Medium,56,Urban,High
Dirty water from the drain is flowing towards the anganwadi building.,English,Drainage,Drain Overflow,Rural Development Department,High,76,Rural,High
वार्ड 13 में नाली पूरी तरह कचरे से भर गई है।,Hindi,Drainage,Blocked Drain,Municipal Corporation,High,82,Urban,High
गांव अमलीडीह में नाली का पानी सड़क पर बह रहा है।,Hindi,Drainage,Drain Overflow,Rural Development Department,High,75,Rural,High
सरकारी अस्पताल के सामने नाली से लगातार रिसाव हो रहा है।,Hindi,Drainage,Drain Leakage,Public Health Engineering Department,High,81,Urban,High
मुख्य बाजार के पास नाली की सफाई कई महीनों से नहीं हुई।,Hindi,Drainage,Drain Cleaning,Municipal Corporation,Medium,60,Urban,High
स्कूल के सामने खुली नाली से बच्चों को खतरा है।,Hindi,Drainage,Open Drain,Municipal Corporation,High,78,Urban,High
नई बस्ती में ड्रेनेज लाइन का काम अधूरा छोड़ दिया गया।,Hindi,Drainage,Drain Construction,Municipal Corporation,High,73,Urban,High
बारिश के बाद नाली का पानी दुकानों में घुस जाता है।,Hindi,Drainage,Drain Overflow,Municipal Corporation,High,80,Urban,High
बस स्टैंड के पीछे नाली की दीवार टूट गई है।,Hindi,Drainage,Damaged Drain,Municipal Corporation,High,84,Urban,High
ग्राम पंचायत कार्यालय के पास नाली जाम पड़ी है।,Hindi,Drainage,Blocked Drain,Rural Development Department,Medium,62,Rural,High
नाली का ढक्कन गायब है कभी भी हादसा हो सकता है।,Hindi,Drainage,Broken Drain Cover,Municipal Corporation,High,85,Urban,High
मच्छर बहुत बढ़ गए हैं क्योंकि नाली की सफाई नहीं हो रही।,Hindi,Drainage,Poor Drain Maintenance,Municipal Corporation,Medium,58,Urban,High
खेत के पास की नाली में मिट्टी भर गई है।,Hindi,Drainage,Blocked Drain,Rural Development Department,Medium,61,Rural,High
वार्ड 29 में गंदा पानी नाली से बाहर निकल रहा है।,Hindi,Drainage,Drain Overflow,Municipal Corporation,High,77,Urban,High
Drain Ward 10 me pura choke ho gaya hai.,Hinglish,Drainage,Blocked Drain,Municipal Corporation,High,81,Urban,High
Gaon ke bus stop ke paas drain overflow ho rha h.,Hinglish,Drainage,Drain Overflow,Rural Development Department,High,75,Rural,High
Hospital road wali nali leak kar rhi hai.,Hinglish,Drainage,Drain Leakage,Public Health Engineering Department,High,80,Urban,High
Market area ki drain kab se clean nahi hui.,Hinglish,Drainage,Drain Cleaning,Municipal Corporation,Medium,59,Urban,High
Open drain ke paas chalna bhi mushkil ho gaya.,Hinglish,Drainage,Open Drain,Municipal Corporation,Medium,57,Urban,High
Nayi colony me drainage line adhuri hai.,Hinglish,Drainage,Drain Construction,Municipal Corporation,High,72,Urban,High
Barish aate hi drain ka pani ghar me aa jata hai.,Hinglish,Drainage,Drain Overflow,Municipal Corporation,High,82,Urban,High
School ke bahar drain ka cover tut gaya.,Hinglish,Drainage,Broken Drain Cover,Municipal Corporation,High,84,Urban,High
Village wali nali dhans gayi hai.,Hinglish,Drainage,Damaged Drain,Rural Development Department,High,79,Rural,High
Mandir ke samne drain me bahut kachra jama hai.,Hinglish,Drainage,Blocked Drain,Municipal Corporation,Medium,63,Urban,High
Drain saaf karne koi aata hi nahi.,Hinglish,Drainage,Drain Cleaning,Municipal Corporation,Medium,54,Urban,High
Sabzi mandi ke piche drain overflow ho raha hai.,Hinglish,Drainage,Drain Overflow,Municipal Corporation,High,76,Urban,High
PHC ke gate ke paas open drain dangerous hai.,Hinglish,Drainage,Open Drain,Public Health Engineering Department,High,78,Rural,High
Ward 25 me drainage line crack ho gayi hai.,Hinglish,Drainage,Drain Leakage,Municipal Corporation,High,77,Urban,High
Gaon me nali ka outlet hi nahi diya gaya.,Hinglish,Drainage,Drain Construction,Rural Development Department,Medium,60,Rural,High
Road ke side wali drain me mitti bhar gayi h.,Hinglish,Drainage,Blocked Drain,Municipal Corporation,Medium,64,Urban,High
Drain outside Ward 17 post office has been overflowing since Monday and foul water has covered the entire lane.,English,Drainage,Drain Overflow,Municipal Corporation,High,81,Urban,High
The drain near Subhash Chowk is blocked with construction sand after recent repairs.,English,Drainage,Blocked Drain,Municipal Corporation,Medium,64,Urban,High
Garbage has completely filled the drain behind the district court building.,English,Drainage,Blocked Drain,Municipal Corporation,High,76,Urban,High
Drain water is entering the government primary school campus whenever it rains.,English,Drainage,Drain Overflow,Rural Development Department,High,79,Rural,High
The drainage line near Ward 1 has cracked and wastewater keeps leaking onto the footpath.,English,Drainage,Drain Leakage,Municipal Corporation,High,80,Urban,High
Open drain beside the maternity hospital has no safety railing.,English,Drainage,Open Drain,Public Health Engineering Department,High,78,Urban,High
The village drainage canal is filled with weeds and stagnant water.,English,Drainage,Poor Drain Maintenance,Rural Development Department,Medium,60,Rural,High
Drain cleaning has not been carried out in Mahavir Colony for over three months.,English,Drainage,Drain Cleaning,Municipal Corporation,Medium,58,Urban,High
The concrete slab over the roadside drain has broken near the market entrance.,English,Drainage,Broken Drain Cover,Municipal Corporation,High,83,Urban,High
Drain construction near the bypass road has been abandoned halfway.,English,Drainage,Drain Construction,Municipal Corporation,Medium,67,Urban,High
Sewage mixed with drain water is overflowing near the civil hospital emergency gate.,English,Drainage,Sewage Overflow,Public Health Engineering Department,Ultra High,97,Urban,High
The drain behind our apartment is too narrow and overflows after every shower.,English,Drainage,Drain Overflow,Municipal Corporation,Medium,62,Urban,High
Water is not draining from the roadside channel near the petrol station.,English,Drainage,Blocked Drain,Municipal Corporation,High,74,Urban,High
Drain beside the bus depot has collapsed due to heavy vehicle movement.,English,Drainage,Damaged Drain,Municipal Corporation,High,84,Urban,High
Village drainage outlet is blocked by stones dumped during road work.,English,Drainage,Blocked Drain,Rural Development Department,Medium,63,Rural,High
Dirty water from the drain is flowing towards the temple entrance.,English,Drainage,Drain Overflow,Municipal Corporation,High,73,Urban,High
The drain outside the cooperative bank has not been cleaned despite repeated requests.,English,Drainage,Drain Cleaning,Municipal Corporation,Medium,57,Urban,High
वार्ड 6 में नाली का पानी घरों के सामने जमा हो रहा है।,Hindi,Drainage,Drain Overflow,Municipal Corporation,High,80,Urban,High
गांव कुरूद में नाली पूरी तरह जाम हो गई है।,Hindi,Drainage,Blocked Drain,Rural Development Department,High,75,Rural,High
